250	0.426344
250	0.407137
250	0.449436
500	1.520956
500	1.426894
500	1.383268
750	2.791027
750	2.566653
750	2.557303
1000	4.365808
1000	4.336503
1000	4.415311
1250	6.662692
1250	6.457472
1250	6.527907
1500	9.159144
1500	9.047064
1500	8.985899
