250	0.580438
250	0.597960
250	0.615638
500	2.320772
500	2.235899
500	2.255218
750	5.048663
750	5.003667
750	4.979195
1000	8.855216
1000	8.896211
1000	8.826071
1250	13.830334
1250	13.795509
1250	13.916820
1500	19.878086
1500	19.848026
1500	19.934029
